B11,20150916,20150916
B01,20150917,20151009
B05,20151012,20151014
B11,20151015,20151020
B09,20151021,20151021
B01,20151022,20151028
B05,20151029,20151029
B11,20151030,20151030
B01,20151102,20151125
B05,20151126,20151210
B01,20151211,20151214
B11,20151215,20151230
B05,20151231,20160223
B01,20160224,20160224
B07,20160225,20160225
B05,20160226,20160226
B01,20160229,20160229
B07,20160301,20160301
B09,20160302,20160303
B01,20160304,20160309
B07,20160310,20160317
B11,20160318,20160318
B01,20160321,20160425
B07,20160426,20160429
BB05,20131206,20140417
BB09,20140418,20140828
BB01,20140829,20141230
BB02,20141231,20150128
BB05,20150129,20150430
BB09,20150504,20150916
BB11,20150917,20151116
BB01,20151117,20160419
BB09,20160420,20160426
BB11,20160427,20160429
C05,20040922,20050317
C07,20050318,20050509
C09,20050510,20050720
C11,20050721,20050811
C01,20050812,20050926
C05,20050927,20051115
C09,20051116,20060417
C01,20060418,20060518
C03,20060519,20060726
C05,20060727,20070116
C09,20070117,20070625
C01,20070626,20070813
C05,20070814,20080114
C09,20080115,20080411
C01,20080414,20080821
C05,20080822,20090213
C09,20090216,20090605
C01,20090608,20090811
C05,20090812,20091228
C09,20091229,20100622
C01,20100623,20100826
C05,20100827,20101115
C09,20101116,20110517
C01,20110518,20110808
C05,20110809,20111208
C09,20111209,20120709
C01,20120710,20121018
C05,20121019,20130204
C09,20130205,20130705
C01,20130708,20131010
C05,20131011,20140326
C09,20140327,20140714
C01,20140715,20141013
C05,20141014,20150126
C09,20150127,20150724
C01,20150727,20150907
C05,20150908,20160219
C09,20160222,20160325
C01,20160328,20160429
CS05,20141219,20150402
CS09,20150403,20150724
CS01,20150727,20151028
CS05,20151029,20160318
CS09,20160321,20160429
FB05,20131206,20140416
FB09,20140417,20140827
FB01,20140828,20141230
FB05,20141231,20150511
FB07,20150512,20150714
FB09,20150715,20150826
FB01,20150827,20160106
FB05,20160107,20160107
FB03,20160108,20160128
FB01,20160129,20160204
FB03,20160205,20160309
FB05,20160310,20160324
FB04,20160325,20160330
FB01,20160331,20160401
FB04,20160405,20160429
I05,20131018,20140226
I09,20140227,20140722
I01,20140723,20141022
I05,20141023,20150306
I09,20150309,20150720
I01,20150721,20151120
I05,20151123,20160318
I09,20160321,20160429
J09,20110415,20110819
J01,20110822,20111208
J05,20111209,20120413
J09,20120416,20120717
J01,20120718,20121024
J05,20121025,20130206
J09,20130207,20130620
J01,20130621,20131029
J05,20131030,20140310
J09,20140311,20140721
J01,20140722,20141124
J05,20141125,20150327
J09,20150330,20150810
J01,20150811,20151124
J05,20151125,20160324
J09,20160325,20160429
JD09,20131108,20131108
JD05,20131111,20140317
JD09,20140318,20140725
JD01,20140728,20141128
JD05,20141201,20150331
JD09,20150401,20150803
JD01,20150804,20151125
JD05,20151126,20160323
JD09,20160324,20160429
JM09,20130322,20130628
JM01,20130701,20131108
JM05,20131111,20140312
JM09,20140313,20140722
JM01,20140723,20141117
JM05,20141118,20150330
JM09,20150331,20150807
JM01,20150810,20151123
JM05,20151124,20160330
JM09,20160331,20160429
L11,20070731,20070918
L01,20070919,20071207
L05,20071210,20080421
L09,20080422,20080808
L01,20080811,20081209
L03,20081210,20090106
L05,20090107,20090327
L07,20090330,20090513
L09,20090514,20090721
L11,20090722,20090930
L01,20091009,20091202
L05,20091203,20100326
L09,20100329,20100730
L01,20100802,20101109
L05,20101110,20110325
L09,20110328,20110718
L01,20110719,20111109
L05,20111110,20120315
L09,20120316,20120716
L01,20120717,20121031
L05,20121101,20130206
L09,20130207,20130703
L01,20130704,20131113
L05,20131114,20140306
L09,20140307,20140722
L01,20140723,20141128
L05,20141201,20150317
L09,20150318,20150803
L01,20150804,20151125
L05,20151126,20160324
L09,20160325,20160429
M05,20040102,20040301
M08,20040302,20040511
M09,20040512,20040826
M11,20040827,20040907
M01,20040908,20041202
M05,20041203,20050316
M08,20050317,20050617
M09,20050620,20050802
M11,20050803,20050905
M01,20050906,20051024
M05,20051025,20060217
M09,20060220,20060511
M11,20060512,20060728
M01,20060731,20061019
M05,20061020,20070129
M09,20070130,20070703
M01,20070704,20070823
M05,20070824,20071212
M09,20071213,20080625
M01,20080626,20081030
M05,20081031,20090224
M09,20090225,20090610
M01,20090611,20090730
M05,20090731,20091119
M09,20091120,20100430
M01,20100504,20100719
M05,20100720,20101021
M09,20101022,20110307
M01,20110308,20110705
M05,20110706,20111220
M09,20111221,20120521
M01,20120522,20121113
M05,20121114,20130208
M09,20130218,20130606
M01,20130607,20131031
M05,20131101,20140224
M09,20140225,20140630
M01,20140701,20140826
M05,20140827,20150226
M09,20150227,20150722
M01,20150723,20151120
M05,20151123,20160302
M09,20160303,20160429
P05,20071029,20080417
P09,20080418,20080806
P01,20080807,20081126
P05,20081127,20090303
P09,20090304,20090608
P01,20090609,20090807
P05,20090810,20091126
P09,20091127,20100427
P01,20100428,20100913
P05,20100914,20101104
P09,20101105,20110411
P01,20110412,20110718
P05,20110719,20120113
P09,20120116,20120605
P01,20120606,20121019
P05,20121022,20130204
P09,20130205,20130613
P01,20130614,20131029
P05,20131030,20140225
P09,20140226,20140613
P01,20140616,20141105
P05,20141106,20150304
P09,20150305,20150603
P01,20150604,20151126
P05,20151127,20160314
P09,20160315,20160429
PP09,20140228,20140729
PP01,20140730,20141124
PP05,20141125,20150317
PP09,20150318,20150803
PP01,20150804,20151124
PP05,20151125,20160325
PP09,20160328,20160429
V02,20090525,20090525
V09,20090526,20090727
V11,20090728,20091012
V01,20091013,20091201
V03,20091202,20100115
V05,20100118,20100330
V09,20100331,20100803
V01,20100804,20101110
V05,20101111,20110415
V09,20110418,20110722
V01,20110725,20111110
V05,20111111,20120327
V09,20120328,20120712
V01,20120713,20121109
V05,20121112,20130320
V09,20130321,20130717
V01,20130718,20131204
V05,20131205,20140327
V09,20140328,20140804
V01,20140805,20141103
V05,20141104,20150326
V09,20150327,20150811
V01,20150812,20151016
V05,20151019,20160324
V09,20160325,20160429
Y11,20060109,20060109
Y09,20060110,20060714
Y11,20060717,20060905
Y01,20060906,20061030
Y05,20061031,20070319
Y09,20070320,20070730
Y01,20070731,20070913
Y05,20070914,20080227
Y09,20080228,20080703
Y01,20080704,20081118
Y05,20081119,20090223
Y09,20090224,20090602
Y01,20090603,20090731
Y05,20090803,20091110
Y09,20091111,20100423
Y01,20100426,20100806
Y05,20100809,20101026
Y09,20101027,20110408
Y01,20110411,20110711
Y05,20110712,20111212
Y09,20111213,20120528
Y01,20120529,20121015
Y05,20121016,20130121
Y09,20130122,20130621
Y01,20130624,20131016
Y05,20131017,20140224
Y09,20140225,20140603
Y01,20140604,20141031
Y05,20141103,20150303
Y09,20150304,20150615
Y01,20150616,20151116
Y05,20151117,20160307
Y09,20160308,20160429
AU06,20080110,20080421
AU12,20080422,20081027
AU06,20081028,20090416
AU12,20090417,20091012
AU06,20091013,20100413
AU12,20100414,20101022
AU06,20101025,20110415
AU12,20110418,20111025
AU06,20111026,20120411
AU12,20120412,20121031
AU06,20121101,20130422
AU12,20130423,20131104
AU06,20131105,20140505
AU12,20140506,20140731
AU30,20140801,20160429
BUX02,20131009,20140213
BUX06,20140214,20140519
BUX09,20140520,20140915
BUX12,20140916,20141210
BUY06,20141211,20141218
BUX03,20141219,20141219
BUY01,20141222,20141222
BUY09,20141223,20141223
BUY06,20141224,20150601
BUY09,20150602,20150824
BUY12,20150825,20151125
BUX01,20151126,20151221
BUX06,20151222,20160408
BUX09,20160411,20160429
FU01,20040825,20041122
FU03,20041123,20050225
FU05,20050228,20050315
FU06,20050316,20050413
FU07,20050414,20050523
FU08,20050524,20050615
FU09,20050616,20050708
FU10,20050711,20050803
FU11,20050804,20050907
FU12,20050908,20051018
FU02,20051019,20051130
FU03,20051201,20060105
FU04,20060106,20060208
FU05,20060209,20060306
FU06,20060307,20060404
FU07,20060405,20060509
FU08,20060510,20060607
FU09,20060608,20060717
FU10,20060718,20060816
FU11,20060817,20060914
FU12,20060915,20061023
FU01,20061024,20061117
FU03,20061120,20070117
FU04,20070118,20070126
FU05,20070129,20070314
FU06,20070315,20070402
FU07,20070403,20070510
FU08,20070511,20070607
FU09,20070608,20070709
FU10,20070710,20070809
FU11,20070810,20070905
FU12,20070906,20071009
FU01,20071010,20071109
FU03,20071112,20080104
FU05,20080107,20080317
FU06,20080318,20080422
FU07,20080423,20080521
FU08,20080522,20080616
FU09,20080617,20080714
FU10,20080715,20080815
FU11,20080818,20080917
FU12,20080918,20081024
FU02,20081027,20081211
FU03,20081212,20090114
FU05,20090115,20090306
FU06,20090309,20090408
FU07,20090409,20090508
FU08,20090511,20090605
FU09,20090608,20090708
FU10,20090709,20090803
FU11,20090804,20090908
FU12,20090909,20091014
FU01,20091015,20091116
FU03,20091117,20091229
FU05,20091230,20100317
FU06,20100318,20100426
FU05,20100427,20100430
FU07,20100504,20100518
FU09,20100519,20100729
FU10,20100730,20100819
FU11,20100820,20100917
FU12,20100920,20101011
FU01,20101012,20101108
FU03,20101109,20110110
FU05,20110111,20110401
FU09,20110406,20110809
FU12,20110810,20111129
FU03,20111130,20120131
FU05,20120201,20120426
FU09,20120427,20120806
FU01,20120807,20121210
FU05,20121211,20130408
FU06,20130409,20130410
FU10,20130411,20130411
FU09,20130412,20130522
FU10,20130523,20130523
FU06,20130524,20130529
FU05,20130530,20130621
FU02,20130624,20130624
FU09,20130625,20130625
FU05,20130626,20130628
FU11,20130701,20130710
FU06,20130711,20130712
FU07,20130715,20130717
FU11,20130718,20130801
FU03,20130802,20130805
FU08,20130806,20130807
FU04,20130808,20130809
FU05,20130812,20130812
FU11,20130813,20130813
FU09,20130814,20130823
FU10,20130826,20130925
FU12,20130926,20131010
FU04,20131011,20131017
FU08,20131018,20131028
FU12,20131029,20131029
FU09,20131030,20131030
FU08,20131031,20131101
FU04,20131104,20131105
FU02,20131106,20131114
FU08,20131115,20131122
FU04,20131125,20131125
FU07,20131126,20131202
FU08,20131203,20131217
FU04,20131218,20131218
FU06,20131219,20131219
FU08,20131220,20131230
FU10,20131231,20140102
FU11,20140103,20140106
FU04,20140107,20140107
FU08,20140108,20140109
FU05,20140110,20140113
FU11,20140114,20140117
FU04,20140120,20140120
FU07,20140121,20140127
FU02,20140128,20140130
FU04,20140207,20140207
FU11,20140210,20140212
FU05,20140213,20140228
FU04,20140303,20140303
FU09,20140304,20140311
FU05,20140312,20140312
FU04,20140313,20140313
FU08,20140314,20140314
FU11,20140317,20140401
FU09,20140402,20140409
FU01,20140410,20140410
FU05,20140411,20140415
FU10,20140416,20140416
FU09,20140417,20140423
FU01,20140424,20140424
FU05,20140425,20140429
FU09,20140430,20140827
FU05,20140828,20141027
FU04,20141028,20141028
FU03,20141029,20141029
FU01,20141030,20141030
FU09,20141031,20141104
FU05,20141105,20141125
FU01,20141126,20141202
FU05,20141203,20141203
FU03,20141204,20141204
FU01,20141205,20141209
FU10,20141210,20141210
FU11,20141211,20141211
FU01,20141212,20141215
FU03,20141216,20141224
FU04,20141225,20141226
FU05,20141229,20141229
FU03,20141230,20150105
FU06,20150106,20150107
FU01,20150108,20150109
FU05,20150112,20150113
FU04,20150114,20150116
FU03,20150119,20150127
FU09,20150128,20150128
FU06,20150129,20150129
FU05,20150130,20150130
FU03,20150202,20150211
FU06,20150212,20150528
FU09,20150529,20150914
FU10,20150915,20150916
FU01,20150917,20150917
FU09,20150918,20150918
FU10,20150921,20150929
FU12,20150930,20150930
FU01,20151008,20151009
FU05,20151012,20151027
FU12,20151028,20151113
FU01,20151116,20151120
FU04,20151123,20160219
FU03,20160222,20160222
FU06,20160223,20160224
FU05,20160225,20160426
FU02,20160427,20160429
HC10,20140321,20140829
HC01,20140901,20141212
HC05,20141215,20150407
HC10,20150408,20150727
HC01,20150728,20151130
HC05,20151201,20160412
HC10,20160413,20160429
RB09,20090327,20090713
RB10,20090714,20090804
RB11,20090805,20090831
RB12,20090901,20091009
RB01,20091012,20091106
RB02,20091109,20091127
RB05,20091130,20100308
RB10,20100309,20100715
RB01,20100716,20101013
RB05,20101014,20110201
RB10,20110209,20110804
RB01,20110805,20111102
RB05,20111103,20120301
RB10,20120302,20120710
RB01,20120711,20121022
RB05,20121023,20130208
RB10,20130218,20130702
RB01,20130703,20131030
RB05,20131031,20140303
RB10,20140304,20140703
RB01,20140704,20141017
RB05,20141020,20150306
RB10,20150309,20150717
RB01,20150720,20151103
RB05,20151104,20160310
RB10,20160311,20160429
RU06,20040102,20040102
RU07,20040105,20040702
RU08,20040705,20040730
RU11,20040802,20041028
RU03,20041029,20050217
RU05,20050218,20050315
RU06,20050316,20050408
RU07,20050411,20050523
RU08,20050524,20050617
RU09,20050620,20050715
RU10,20050718,20050815
RU11,20050816,20050919
RU01,20050920,20051018
RU03,20051019,20051229
RU04,20051230,20060210
RU05,20060213,20060310
RU06,20060313,20060329
RU07,20060330,20060509
RU08,20060510,20060608
RU09,20060609,20060721
RU10,20060724,20060829
RU11,20060830,20061010
RU01,20061012,20061121
RU03,20061122,20070111
RU05,20070112,20070319
RU07,20070320,20070523
RU09,20070524,20070717
RU11,20070718,20070903
RU01,20070904,20071116
RU03,20071119,20080109
RU05,20080110,20080229
RU07,20080303,20080418
RU09,20080421,20080730
RU11,20080731,20080917
RU01,20080918,20081110
RU03,20081111,20081218
RU05,20081219,20090226
RU07,20090227,20090403
RU09,20090407,20090617
RU11,20090618,20090723
RU01,20090724,20091111
RU03,20091112,20091229
RU05,20091230,20100301
RU09,20100302,20100621
RU11,20100622,20100729
RU01,20100730,20100910
RU03,20100913,20101025
RU05,20101026,20110316
RU09,20110317,20110704
RU01,20110705,20111115
RU05,20111116,20120405
RU09,20120406,20120720
RU01,20120723,20121101
RU05,20121102,20130218
RU09,20130219,20130627
RU01,20130628,20131101
RU05,20131104,20140227
RU09,20140228,20140722
RU01,20140723,20141120
RU05,20141121,20150217
RU09,20150225,20150715
RU01,20150716,20151123
RU05,20151124,20160316
RU09,20160317,20160429
WR09,20090327,20090729
WR10,20090730,20090813
WR11,20090814,20091009
WR12,20091012,20091019
WR01,20091020,20091110
WR02,20091111,20091221
WR05,20091222,20100517
WR10,20100518,20101008
WR08,20101011,20101011
WR11,20101012,20101012
WR01,20101013,20101013
WR08,20101014,20101020
WR11,20101021,20101021
WR05,20101022,20101027
WR01,20101028,20101118
WR05,20101119,20101207
WR03,20101208,20101208
WR02,20101209,20101228
WR05,20101229,20110106
WR08,20110107,20110107
WR10,20110110,20110110
WR05,20110111,20110112
WR03,20110113,20110113
WR08,20110114,20110114
WR05,20110117,20110201
WR10,20110209,20110209
WR09,20110210,20110211
WR08,20110214,20110214
WR05,20110215,20110225
WR10,20110228,20110228
WR08,20110301,20110301
WR05,20110302,20110322
WR10,20110323,20110325
WR01,20110328,20110328
WR05,20110329,20110329
WR10,20110330,20110407
WR05,20110408,20110408
WR03,20110411,20110413
WR09,20110414,20110418
WR05,20110419,20110425
WR10,20110426,20110509
WR01,20110510,20110516
WR02,20110517,20110517
WR09,20110518,20110523
WR10,20110524,20110525
WR11,20110526,20110526
WR09,20110527,20110530
WR01,20110531,20110601
WR08,20110602,20110602
WR10,20110603,20110628
WR07,20110629,20110629
WR01,20110630,20110630
WR09,20110701,20110701
WR10,20110704,20110704
WR01,20110705,20110712
WR08,20110713,20110713
WR09,20110714,20110714
WR11,20110715,20110715
WR08,20110718,20110728
WR12,20110729,20110802
WR01,20110803,20110803
WR03,20110804,20110804
WR05,20110805,20110809
WR01,20110810,20110810
WR09,20110811,20110811
WR06,20110812,20110812
WR01,20110815,20110815
WR12,20110816,20110816
WR09,20110817,20110822
WR03,20110823,20110823
WR12,20110824,20110824
WR01,20110825,20110901
WR07,20110902,20110905
WR12,20110906,20110908
WR02,20110909,20110914
WR03,20110915,20110915
WR06,20110916,20110916
WR02,20110919,20110919
WR07,20110920,20110920
WR01,20110921,20110926
WR06,20110927,20110927
WR07,20110928,20110928
WR01,20110929,20110929
WR10,20110930,20111010
WR06,20111011,20111020
WR01,20111021,20111025
WR05,20111026,20111026
WR03,20111027,20111027
WR01,20111028,20111129
WR05,20111130,20120130
WR10,20120131,20120201
WR01,20120202,20120202
WR09,20120203,20120209
WR05,20120210,20120224
WR06,20120227,20120305
WR10,20120306,20120306
WR05,20120307,20120319
WR06,20120320,20120326
WR09,20120327,20120329
WR10,20120330,20120330
WR06,20120405,20120411
WR01,20120412,20120412
WR09,20120413,20120413
WR06,20120416,20120424
WR12,20120425,20120426
WR09,20120427,20120514
WR06,20120515,20120531
WR10,20120601,20120620
WR01,20120621,20120625
WR09,20120626,20120626
WR10,20120627,20120627
WR05,20120628,20120711
WR10,20120712,20120712
WR01,20120713,20121107
WR06,20121108,20121108
WR05,20121109,20121113
WR08,20121114,20121116
WR01,20121119,20121120
WR05,20121121,20121123
WR02,20121126,20121126
WR08,20121127,20121127
WR09,20121128,20121129
WR01,20121130,20121205
WR08,20121206,20121211
WR05,20121212,20121217
WR03,20121218,20121219
WR12,20121220,20121220
WR02,20121221,20121225
WR05,20121226,20130221
WR10,20130222,20130304
WR05,20130305,20130306
WR01,20130307,20130307
WR10,20130308,20130515
WR01,20130516,20130516
WR02,20130517,20130523
WR03,20130524,20130528
WR01,20130529,20130529
WR05,20130530,20130530
WR10,20130531,20130627
WR02,20130628,20130701
WR10,20130702,20130715
WR01,20130716,20130716
WR08,20130717,20130717
WR10,20130718,20130801
WR11,20130802,20130806
WR01,20130807,20130808
WR04,20130809,20130816
WR12,20130819,20130819
WR03,20130820,20130820
WR04,20130821,20130822
WR01,20130823,20130828
WR11,20130829,20130829
WR04,20130830,20130917
WR10,20130918,20130918
WR01,20130923,20130924
WR11,20130925,20130925
WR09,20130926,20130926
WR01,20130927,20131011
WR11,20131014,20131014
WR04,20131015,20131106
WR12,20131107,20131118
WR09,20131119,20131128
WR03,20131129,20131203
WR09,20131204,20131213
WR05,20131216,20131230
WR04,20131231,20140114
WR05,20140115,20140218
WR06,20140219,20140224
WR08,20140225,20140225
WR09,20140226,20140307
WR04,20140310,20140318
WR10,20140319,20140403
WR02,20140404,20140404
WR09,20140408,20140408
WR07,20140409,20140409
WR10,20140410,20140508
WR09,20140509,20140514
WR07,20140515,20140521
WR10,20140522,20140604
WR09,20140605,20140616
WR06,20140617,20140620
WR03,20140623,20140626
WR10,20140627,20140630
WR12,20140701,20140707
WR04,20140708,20140709
WR01,20140710,20140828
WR12,20140829,20140902
WR01,20140903,20140926
WR10,20140929,20141008
WR12,20141009,20141013
WR06,20141014,20141017
WR02,20141020,20141029
WR01,20141030,20141112
WR06,20141113,20141124
WR11,20141125,20141125
WR01,20141126,20141218
WR05,20141219,20141219
WR11,20141222,20141225
WR12,20141226,20141226
WR01,20141229,20141231
WR04,20150105,20150108
WR02,20150109,20150126
WR05,20150127,20150204
WR04,20150205,20150302
WR09,20150303,20150313
WR11,20150316,20150325
WR04,20150326,20150401
WR10,20150402,20150408
WR05,20150409,20150416
WR07,20150417,20150429
WR10,20150430,20150512
WR12,20150513,20150514
WR07,20150515,20150519
WR10,20150520,20150601
WR12,20150602,20150629
WR10,20150630,20150724
WR09,20150727,20150728
WR08,20150729,20150806
WR11,20150807,20150820
WR01,20150821,20150824
WR10,20150825,20150925
WR04,20150928,20150929
WR11,20150930,20151009
WR12,20151012,20151015
WR04,20151016,20151020
WR10,20151021,20151027
WR11,20151028,20151127
WR12,20151130,20160125
WR01,20160126,20160316
WR06,20160317,20160323
WR09,20160324,20160422
WR01,20160425,20160429
AG12,20120510,20120510
AG09,20120511,20120723
AG12,20120724,20121101
AG01,20121102,20121214
AG06,20121217,20130506
AG12,20130507,20131126
AG06,20131127,20140509
AG12,20140512,20141105
AG06,20141106,20150506
AG12,20150507,20151116
AG06,20151117,20160429
AL06,20040102,20040116
AL07,20040129,20040206
AL08,20040209,20040311
AL09,20040312,20040330
AL10,20040331,20040709
AL11,20040712,20040914
AL12,20040915,20041029
AL01,20041101,20041129
AL02,20041130,20041224
AL03,20041227,20050203
AL04,20050204,20050303
AL05,20050304,20050317
AL06,20050318,20050509
AL07,20050510,20050602
AL08,20050603,20050706
AL09,20050707,20050728
AL10,20050729,20050913
AL11,20050914,20051010
AL12,20051011,20051011
AL01,20051012,20051125
AL02,20051128,20051128
AL03,20051129,20060110
AL04,20060111,20060126
AL05,20060127,20060317
AL06,20060320,20060411
AL07,20060412,20060510
AL08,20060511,20060614
AL09,20060615,20060713
AL10,20060714,20060818
AL11,20060821,20060921
AL12,20060922,20061019
AL01,20061020,20061201
AL02,20061204,20061222
AL03,20061225,20070123
AL04,20070124,20070214
AL05,20070215,20070319
AL06,20070320,20070409
AL07,20070410,20070528
AL08,20070529,20070629
AL09,20070702,20070724
AL10,20070725,20070817
AL11,20070820,20070913
AL12,20070914,20071025
AL01,20071026,20071129
AL02,20071130,20071224
AL03,20071225,20080125
AL04,20080128,20080221
AL05,20080222,20080317
AL06,20080318,20080430
AL07,20080505,20080523
AL08,20080526,20080619
AL09,20080620,20080801
AL10,20080804,20080819
AL11,20080820,20080917
AL12,20080918,20081015
AL01,20081016,20081120
AL02,20081121,20081212
AL03,20081215,20090115
AL04,20090116,20090210
AL05,20090211,20090309
AL06,20090310,20090403
AL07,20090407,20090504
AL08,20090505,20090602
AL09,20090603,20090703
AL10,20090706,20090724
AL11,20090727,20090824
AL12,20090825,20091020
AL01,20091021,20091116
AL02,20091117,20091207
AL03,20091208,20091229
AL04,20091230,20100122
AL05,20100125,20100302
AL06,20100303,20100407
AL07,20100408,20100517
AL08,20100518,20100604
AL09,20100607,20100716
AL10,20100719,20100803
AL11,20100804,20100830
AL12,20100831,20101011
AL01,20101012,20101103
AL02,20101104,20101202
AL03,20101203,20110111
AL04,20110112,20110218
AL05,20110221,20110328
AL06,20110329,20110427
AL07,20110428,20110607
AL08,20110608,20110630
AL09,20110701,20110719
AL10,20110720,20110815
AL11,20110816,20110922
AL12,20110923,20111026
AL01,20111027,20111121
AL02,20111122,20111209
AL03,20111212,20120110
AL04,20120111,20120209
AL05,20120210,20120323
AL06,20120326,20120411
AL07,20120412,20120503
AL08,20120504,20120524
AL09,20120525,20120625
AL10,20120626,20120726
AL11,20120727,20120904
AL12,20120905,20121105
AL01,20121106,20121210
AL03,20121211,20130129
AL04,20130130,20130204
AL05,20130205,20130306
AL06,20130307,20130502
AL08,20130503,20130603
AL09,20130604,20130618
AL10,20130619,20130816
AL11,20130819,20130821
AL12,20130822,20131023
AL01,20131024,20131121
AL02,20131122,20131212
AL03,20131213,20131231
AL04,20140102,20140220
AL05,20140221,20140306
AL06,20140307,20140422
AL07,20140423,20140523
AL08,20140526,20140625
AL09,20140626,20140722
AL10,20140723,20140826
AL11,20140827,20140917
AL12,20140918,20141022
AL01,20141023,20141127
AL02,20141128,20141217
AL03,20141218,20150126
AL04,20150127,20150226
AL05,20150227,20150320
AL06,20150323,20150422
AL07,20150423,20150526
AL08,20150527,20150624
AL09,20150625,20150720
AL10,20150721,20150827
AL11,20150828,20150918
AL12,20150921,20151021
AL01,20151022,20151120
AL02,20151123,20151216
AL03,20151217,20160127
AL04,20160128,20160226
AL05,20160229,20160330
AL06,20160331,20160427
AL07,20160428,20160429
CU08,20040102,20040216
CU09,20040217,20040407
CU10,20040408,20040712
CU11,20040713,20040820
CU12,20040823,20041019
CU01,20041020,20041202
CU02,20041203,20041231
CU03,20050104,20050127
CU04,20050128,20050228
CU05,20050301,20050324
CU06,20050325,20050420
CU07,20050421,20050531
CU08,20050601,20050701
CU09,20050704,20050801
CU10,20050802,20050830
CU11,20050831,20050922
CU12,20050923,20051025
CU01,20051026,20051130
CU02,20051201,20051223
CU03,20051226,20060123
CU04,20060124,20060223
CU05,20060224,20060322
CU06,20060323,20060418
CU07,20060419,20060515
CU08,20060516,20060615
CU09,20060616,20060720
CU10,20060721,20060906
CU11,20060907,20061017
CU12,20061018,20061102
CU01,20061103,20061206
CU02,20061207,20070105
CU03,20070108,20070130
CU04,20070131,20070228
CU05,20070301,20070320
CU06,20070321,20070411
CU07,20070412,20070517
CU08,20070518,20070618
CU09,20070619,20070723
CU10,20070724,20070822
CU11,20070823,20070920
CU12,20070921,20071022
CU01,20071023,20071121
CU02,20071122,20071221
CU03,20071224,20080116
CU04,20080117,20080218
CU05,20080219,20080317
CU06,20080318,20080417
CU07,20080418,20080521
CU08,20080522,20080623
CU09,20080624,20080724
CU10,20080725,20080815
CU11,20080818,20080912
CU12,20080916,20081017
CU01,20081020,20081119
CU02,20081120,20081217
CU03,20081218,20090114
CU04,20090115,20090209
CU05,20090210,20090306
CU06,20090309,20090331
CU07,20090401,20090422
CU08,20090423,20090526
CU09,20090527,20090622
CU10,20090623,20090720
CU11,20090721,20090819
